código,NOME,ESCALAS:
852,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00
853,0004 SEG A SEX 11:00 AS 20:00 RECIFE 30,0004 SEG A SEX 11:00 AS 20:00 RECIFE 30
854,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00 30,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00 30
855,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00 30,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00 30
856,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00 30,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00 30
857,0012 SEG A SAB DAS 08:00 AS 14:00:20 30,0012 SEG A SAB DAS 08:00 AS 14:00:20 30
858,0013 SEG A SAB DAS 13:40 AS 20:00 30,0013 SEG A SAB DAS 13:40 AS 20:00 30
859,0014 SEG A SAB DAS 15:40 AS 22:00 30,0014 SEG A SAB DAS 15:40 AS 22:00 30
860,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00 30,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00 30
861,0017 SEG A SEX DAS 14:00 AS 22:00 30,0017 SEG A SEX DAS 14:00 AS 22:00 30
862,0020 SEG A SEX DAS 09:00 AS 16:00 30,0020 SEG A SEX DAS 09:00 AS 16:00 30
863,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00 30,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00 30
864,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H 30,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H 30
865,0025 SEG A SAB 09:00 AS 15:00:20 30,0025 SEG A SAB 09:00 AS 15:00:20 30
866,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00 30,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00 30
867,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00 30,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00 30
868,0032 SEG A SAB 07:00 AS 15:00:20 30,0032 SEG A SAB 07:00 AS 15:00:20 30
869,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00 30,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00 30
870,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00 30,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00 30
871,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 30,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 30
872,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00 30,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00 30
873,0044 07:00 12:00 / 13:15 17:00 30,0044 07:00 12:00 / 13:15 17:00 30
874,0045 SEG A SAB 15:00 AS 22:00 30,0045 SEG A SAB 15:00 AS 22:00 30
875,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30 30,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30 30
876,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00 30,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00 30
877,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00. 30,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00. 30
878,0073 12X36 18:00 AS 06:00. 30,0073 12X36 18:00 AS 06:00. 30
879,00001 SEG A QUIN 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 30,00001 SEG A QUIN 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 30
880,0002 SEG A SEX 08:00 AS 17:00 E SAB 08:00 AS 12:00 30,0002 SEG A SEX 08:00 AS 17:00 E SAB 08:00 AS 12:00 30
881,0003 SEG A SEX 08:00 AS 17:00 30,0003 SEG A SEX 08:00 AS 17:00 30
882,0005 SEG A SEX 20:00 AS 05:00:48 30,0005 SEG A SEX 20:00 AS 05:00:48 30
883,0006 12X36 DIURNO 30,0006 12X36 DIURNO 30
884,0007 12X36 NOTURNO 30,0007 12X36 NOTURNO 30
885,0009 SEG QUI 07:00 AS 17:00 / SEX 07:00 AS 16:00 30,0009 SEG QUI 07:00 AS 17:00 / SEX 07:00 AS 16:00 30
886,0016 SEG A SEX 07:00 AS 17:00 30,0016 SEG A SEX 07:00 AS 17:00 30
887,0018 SEG A SEX DAS 22:00 AS 06:00 30,0018 SEG A SEX DAS 22:00 AS 06:00 30
888,0021 SEG/QUI 07:00 AS 17:00 HS 30,0021 SEG/QUI 07:00 AS 17:00 HS 30
889,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00 30,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00 30
890,0026 7:00 11:00 / 13:00 17:00 30,0026 7:00 11:00 / 13:00 17:00 30
891,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00 30,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00 30
892,0031 SEG A SEX 13:00 AS 22:00 30,0031 SEG A SEX 13:00 AS 22:00 30
893,0033 SEG A SAB 13 HS AS 21:20 30,0033 SEG A SAB 13 HS AS 21:20 30
894,0034 6X1 5X2 07:00 AS 17:00 30,0034 6X1 5X2 07:00 AS 17:00 30
895,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00 30,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00 30
896,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00 30,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00 30
897,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00 30,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00 30
898,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00 30,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00 30
899,0047 SEG A SEX 06:00 AS 15:00 SAB 08:00 AS 12:00 30,0047 SEG A SEX 06:00 AS 15:00 SAB 08:00 AS 12:00 30
900,0048 SEG A QUI 07:00 AS 18:00 SEX 07:00 AS 17:00 ALMOCO 2 HR 30,0048 SEG A QUI 07:00 AS 18:00 SEX 07:00 AS 17:00 ALMOCO 2 HR 30
901,0049 SEG A SEX 08:00 AS 18:00 SAB 08:00 AS 12:00 ALMOCO 2 HR 30,0049 SEG A SEX 08:00 AS 18:00 SAB 08:00 AS 12:00 ALMOCO 2 HR 30
902,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00 30,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00 30
903,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00 30,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00 30
904,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00 30,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00 30
905,0053 12X36 DIURNO 07:00 AS 19:00 30,0053 12X36 DIURNO 07:00 AS 19:00 30
906,0054 12X36 NOTURNO 19:00 AS 07:00 30,0054 12X36 NOTURNO 19:00 AS 07:00 30
907,0071 12X36 DAS 12:00:00 AS 00:00:00. 30,0071 12X36 DAS 12:00:00 AS 00:00:00. 30
908,0074 SEG A SEX 05:00 AS 14:00 SAB 05:00 AS 09:00. 30,0074 SEG A SEX 05:00 AS 14:00 SAB 05:00 AS 09:00. 30
909,0075 TER A SEX 07:00 AS 17:00 SAB 07:00 AS 16:00. 30,0075 TER A SEX 07:00 AS 17:00 SAB 07:00 AS 16:00. 30
910,0076 SEG A SEX DAS 05:00 AS 14:00 SAB 07:00 AS 11:00. 30,0076 SEG A SEX DAS 05:00 AS 14:00 SAB 07:00 AS 11:00. 30
911,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00. 30,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00. 30
912,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00. 30,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00. 30
913,0084 12X36 06:00 AS 18:00. 30,0084 12X36 06:00 AS 18:00. 30
914,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00. 30,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00. 30
915,0090 SEG A SEX DAS 12:00 AS 21:00 30,0090 SEG A SEX DAS 12:00 AS 21:00 30
916,0102 SEG A SEX 06:00 AS 15:00 30,0102 SEG A SEX 06:00 AS 15:00 30
917,0103PA 12X36 11:00 AS 23:00 30,0103PA 12X36 11:00 AS 23:00 30
918,0104PA 12X36 20:00 AS 08:00 30,0104PA 12X36 20:00 AS 08:00 30
919,0105PA TER A SEX 09:00 AS 19:00 SAB 09:00 AS 18:00 30,0105PA TER A SEX 09:00 AS 19:00 SAB 09:00 AS 18:00 30
920,0107PA SEG A QUI 20:30 AS 06:00:30 E SEX 20:30 AS 05:00:30 COPIA 30,0107PA SEG A QUI 20:30 AS 06:00:30 E SEX 20:30 AS 05:00:30 COPIA 30
921,109PA SEG A SEX 12:00 AS 21:00 SAB 09:00 AS 13:00 30,109PA SEG A SEX 12:00 AS 21:00 SAB 09:00 AS 13:00 30
922,110 SEG A QUI 16:00 AS 02:00 SEX 16:00 AS 01:00 30,110 SEG A QUI 16:00 AS 02:00 SEX 16:00 AS 01:00 30
923,111 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 30,111 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 30
924,0112 SEG A SEX 07:00 AS 16:00 30,0112 SEG A SEX 07:00 AS 16:00 30
925,0113 SEG A SEX 08:00 AS 15:00 30,0113 SEG A SEX 08:00 AS 15:00 30
926,0114 SEG A SEX 11:00 AS 18:00 30,0114 SEG A SEX 11:00 AS 18:00 30
927,0115 SEG A SEX 12:00 AS 19:00 30,0115 SEG A SEX 12:00 AS 19:00 30
928,0116 SEG A SEX 07:00 AS 14:00 30,0116 SEG A SEX 07:00 AS 14:00 30
929,0121PA SEG A QUIN 03:30:00 AS 13:00:30 SEX 03:30:00 AS 12:00:30 30,0121PA SEG A QUIN 03:30:00 AS 13:00:30 SEX 03:30:00 AS 12:00:30 30
930,0122 10:00 AS 17:00 30,0122 10:00 AS 17:00 30
931,0123PA SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 30,0123PA SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 30
932,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 30,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 30
933,0127(PA) SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 30,0127(PA) SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 30
934,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 30,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 30
935,0129PA SEG A SEX 19:40 AS 05:00:40 SEX 04:40 30,0129PA SEG A SEX 19:40 AS 05:00:40 SEX 04:40 30
936,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H 30,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H 30
937,0131A ESCALA 4X2 06:00 AS 15:00 30,0131A ESCALA 4X2 06:00 AS 15:00 30
938,0132A ESCALA 4X2 14:00 AS 23:00 30,0132A ESCALA 4X2 14:00 AS 23:00 30
939,0133A ESCALA 4X2 22:00 AS 07:00 30,0133A ESCALA 4X2 22:00 AS 07:00 30
940,0131B ESCALA 4X2 06:00 AS 15:00 30,0131B ESCALA 4X2 06:00 AS 15:00 30
941,0131C ESCALA 4X2 06:00 AS 15:00 30,0131C ESCALA 4X2 06:00 AS 15:00 30
942,0132B ESCALA 4X2 14:00 AS 23:00 30,0132B ESCALA 4X2 14:00 AS 23:00 30
943,0132C ESCALA 4X2 14:00 AS 23:00 30,0132C ESCALA 4X2 14:00 AS 23:00 30
944,0133B ESCALA 4X2 22:00 AS 07:00 30,0133B ESCALA 4X2 22:00 AS 07:00 30
945,0133C ESCALA 4X2 22:00 AS 07:00 30,0133C ESCALA 4X2 22:00 AS 07:00 30
946,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 30,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 30
947,0004 SEG A SEX 11:00 AS 20:00 RECIFE - 33,0004 SEG A SEX 11:00 AS 20:00 RECIFE - 33
948,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00 - 33,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00 - 33
949,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00 - 33,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00 - 33
950,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00 - 33,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00 - 33
951,0012 SEG A SAB DAS 08:00 AS 14:00:20 - 33,0012 SEG A SAB DAS 08:00 AS 14:00:20 - 33
952,0013 SEG A SAB DAS 13:40 AS 20:00 - 33,0013 SEG A SAB DAS 13:40 AS 20:00 - 33
953,0014 SEG A SAB DAS 15:40 AS 22:00 - 33,0014 SEG A SAB DAS 15:40 AS 22:00 - 33
954,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00 - 33,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00 - 33
955,0017 SEG A SEX DAS 14:00 AS 22:00 - 33,0017 SEG A SEX DAS 14:00 AS 22:00 - 33
956,0020 SEG A SEX DAS 09:00 AS 16:00 - 33,0020 SEG A SEX DAS 09:00 AS 16:00 - 33
957,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00 - 33,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00 - 33
958,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H - 33,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H - 33
959,0025 SEG A SAB 09:00 AS 15:00:20 - 33,0025 SEG A SAB 09:00 AS 15:00:20 - 33
960,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00 - 33,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00 - 33
961,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00 - 33,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00 - 33
962,0032 SEG A SAB 07:00 AS 15:00:20 - 33,0032 SEG A SAB 07:00 AS 15:00:20 - 33
963,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00 - 33,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00 - 33
964,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00 - 33,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00 - 33
965,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 - 33,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 - 33
966,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00 - 33,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00 - 33
967,0044 07:00 12:00 / 13:15 17:00 - 33,0044 07:00 12:00 / 13:15 17:00 - 33
968,0045 SEG A SAB 15:00 AS 22:00 - 33,0045 SEG A SAB 15:00 AS 22:00 - 33
969,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30 - 33,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30 - 33
970,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00 - 33,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00 - 33
971,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00. - 33,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00. - 33
972,0073 12X36 18:00 AS 06:00. - 33,0073 12X36 18:00 AS 06:00. - 33
973,00001 SEG A QUIN 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 - 33,00001 SEG A QUIN 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 - 33
974,0002 SEG A SEX 08:00 AS 17:00 E SAB 08:00 AS 12:00 - 33,0002 SEG A SEX 08:00 AS 17:00 E SAB 08:00 AS 12:00 - 33
975,0003 SEG A SEX 08:00 AS 17:00 - 33,0003 SEG A SEX 08:00 AS 17:00 - 33
976,0005 SEG A SEX 20:00 AS 05:00:48 - 33,0005 SEG A SEX 20:00 AS 05:00:48 - 33
977,0006 12X36 DIURNO - 33,0006 12X36 DIURNO - 33
978,0007 12X36 NOTURNO - 33,0007 12X36 NOTURNO - 33
979,0009 SEG QUI 07:00 AS 17:00 / SEX 07:00 AS 16:00 - 33,0009 SEG QUI 07:00 AS 17:00 / SEX 07:00 AS 16:00 - 33
980,0016 SEG A SEX 07:00 AS 17:00 - 33,0016 SEG A SEX 07:00 AS 17:00 - 33
981,0018 SEG A SEX DAS 22:00 AS 06:00 - 33,0018 SEG A SEX DAS 22:00 AS 06:00 - 33
982,0021 SEG/QUI 07:00 AS 17:00 HS - 33,0021 SEG/QUI 07:00 AS 17:00 HS - 33
983,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00 - 33,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00 - 33
984,0026 7:00 11:00 / 13:00 17:00 - 33,0026 7:00 11:00 / 13:00 17:00 - 33
985,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00 - 33,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00 - 33
986,0031 SEG A SEX 13:00 AS 22:00 - 33,0031 SEG A SEX 13:00 AS 22:00 - 33
987,0033 SEG A SAB 13 HS AS 21:20 - 33,0033 SEG A SAB 13 HS AS 21:20 - 33
988,0034 6X1 5X2 07:00 AS 17:00 - 33,0034 6X1 5X2 07:00 AS 17:00 - 33
989,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00 - 33,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00 - 33
990,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00 - 33,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00 - 33
991,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00 - 33,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00 - 33
992,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00 - 33,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00 - 33
993,0047 SEG A SEX 06:00 AS 15:00 SAB 08:00 AS 12:00 - 33,0047 SEG A SEX 06:00 AS 15:00 SAB 08:00 AS 12:00 - 33
994,0048 SEG A QUI 07:00 AS 18:00 SEX 07:00 AS 17:00 ALMOCO 2 HR - 33,0048 SEG A QUI 07:00 AS 18:00 SEX 07:00 AS 17:00 ALMOCO 2 HR - 33
995,0049 SEG A SEX 08:00 AS 18:00 SAB 08:00 AS 12:00 ALMOCO 2 HR - 33,0049 SEG A SEX 08:00 AS 18:00 SAB 08:00 AS 12:00 ALMOCO 2 HR - 33
996,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00 - 33,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00 - 33
997,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00 - 33,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00 - 33
998,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00 - 33,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00 - 33
999,0053 12X36 DIURNO 07:00 AS 19:00 - 33,0053 12X36 DIURNO 07:00 AS 19:00 - 33
1000,0054 12X36 NOTURNO 19:00 AS 07:00 - 33,0054 12X36 NOTURNO 19:00 AS 07:00 - 33
1001,0071 12X36 DAS 12:00:00 AS 00:00:00. - 33,0071 12X36 DAS 12:00:00 AS 00:00:00. - 33
1002,0074 SEG A SEX 05:00 AS 14:00 SAB 05:00 AS 09:00. - 33,0074 SEG A SEX 05:00 AS 14:00 SAB 05:00 AS 09:00. - 33
1003,0075 TER A SEX 07:00 AS 17:00 SAB 07:00 AS 16:00. - 33,0075 TER A SEX 07:00 AS 17:00 SAB 07:00 AS 16:00. - 33
1004,0076 SEG A SEX DAS 05:00 AS 14:00 SAB 07:00 AS 11:00. - 33,0076 SEG A SEX DAS 05:00 AS 14:00 SAB 07:00 AS 11:00. - 33
1005,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00. - 33,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00. - 33
1006,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00. - 33,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00. - 33
1007,0084 12X36 06:00 AS 18:00. - 33,0084 12X36 06:00 AS 18:00. - 33
1008,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00. - 33,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00. - 33
1009,0090 SEG A SEX DAS 12:00 AS 21:00 - 33,0090 SEG A SEX DAS 12:00 AS 21:00 - 33
1010,0102 SEG A SEX 06:00 AS 15:00 - 33,0102 SEG A SEX 06:00 AS 15:00 - 33
1011,0103PA 12X36 11:00 AS 23:00 - 33,0103PA 12X36 11:00 AS 23:00 - 33
1012,0104PA 12X36 20:00 AS 08:00 - 33,0104PA 12X36 20:00 AS 08:00 - 33
1013,0105PA TER A SEX 09:00 AS 19:00 SAB 09:00 AS 18:00 - 33,0105PA TER A SEX 09:00 AS 19:00 SAB 09:00 AS 18:00 - 33
1014,0107PA SEG A QUI 20:30 AS 06:00:30 E SEX 20:30 AS 05:00:30 COPIA - 33,0107PA SEG A QUI 20:30 AS 06:00:30 E SEX 20:30 AS 05:00:30 COPIA - 33
1015,109PA SEG A SEX 12:00 AS 21:00 SAB 09:00 AS 13:00 - 33,109PA SEG A SEX 12:00 AS 21:00 SAB 09:00 AS 13:00 - 33
1016,110 SEG A QUI 16:00 AS 02:00 SEX 16:00 AS 01:00 - 33,110 SEG A QUI 16:00 AS 02:00 SEX 16:00 AS 01:00 - 33
1017,111 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 - 33,111 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 - 33
1018,0112 SEG A SEX 07:00 AS 16:00 - 33,0112 SEG A SEX 07:00 AS 16:00 - 33
1019,0113 SEG A SEX 08:00 AS 15:00 - 33,0113 SEG A SEX 08:00 AS 15:00 - 33
1020,0114 SEG A SEX 11:00 AS 18:00 - 33,0114 SEG A SEX 11:00 AS 18:00 - 33
1021,0115 SEG A SEX 12:00 AS 19:00 - 33,0115 SEG A SEX 12:00 AS 19:00 - 33
1022,0116 SEG A SEX 07:00 AS 14:00 - 33,0116 SEG A SEX 07:00 AS 14:00 - 33
1023,0121PA SEG A QUIN 03:30:00 AS 13:00:30 SEX 03:30:00 AS 12:00:30 - 33,0121PA SEG A QUIN 03:30:00 AS 13:00:30 SEX 03:30:00 AS 12:00:30 - 33
1024,0122 10:00 AS 17:00 - 33,0122 10:00 AS 17:00 - 33
1025,0123PA SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 - 33,0123PA SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 - 33
1026,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 - 33,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00 - 33
1027,0127(PA) SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 - 33,0127(PA) SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 - 33
1028,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 - 33,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 - 33
1029,0129PA SEG A SEX 19:40 AS 05:00:40 SEX 04:40 - 33,0129PA SEG A SEX 19:40 AS 05:00:40 SEX 04:40 - 33
1030,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H - 33,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H - 33
1031,0131A ESCALA 4X2 06:00 AS 15:00 - 33,0131A ESCALA 4X2 06:00 AS 15:00 - 33
1032,0132A ESCALA 4X2 14:00 AS 23:00 - 33,0132A ESCALA 4X2 14:00 AS 23:00 - 33
1033,0133A ESCALA 4X2 22:00 AS 07:00 - 33,0133A ESCALA 4X2 22:00 AS 07:00 - 33
1034,0131B ESCALA 4X2 06:00 AS 15:00 - 33,0131B ESCALA 4X2 06:00 AS 15:00 - 33
1035,0131C ESCALA 4X2 06:00 AS 15:00 - 33,0131C ESCALA 4X2 06:00 AS 15:00 - 33
1036,0132B ESCALA 4X2 14:00 AS 23:00 - 33,0132B ESCALA 4X2 14:00 AS 23:00 - 33
1037,0132C ESCALA 4X2 14:00 AS 23:00 - 33,0132C ESCALA 4X2 14:00 AS 23:00 - 33
1038,0133B ESCALA 4X2 22:00 AS 07:00 - 33,0133B ESCALA 4X2 22:00 AS 07:00 - 33
1039,0133C ESCALA 4X2 22:00 AS 07:00 - 33,0133C ESCALA 4X2 22:00 AS 07:00 - 33
1040,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 - 33,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00 - 33
